Longitude	Latitude	Elevation	Distance	CostPerKm	ElevCost	TurnCost	NodeCost	InitialCost	WayTags	NodeTags	Time	Energy
-72919970	41305190	7	8	5000	0	0	0	0	reversedirection=yes highway=residential route_bicycle_ncn=yes	highway=crossing	41818	1817874
-72921847	41305791	10	175	5000	0	0	0	0	reversedirection=yes highway=residential route_bicycle_ncn=yes	highway=crossing crossing=traffic_signals	41943	1819433
-72921911	41305819	10	7	5000	0	0	100	0	reversedirection=yes highway=residential route_bicycle_ncn=yes	highway=traffic_signals	41948	1819585
-72922033	41305872	10	12	5000	0	0	100	0	reversedirection=yes highway=residential route_bicycle_ncn=yes	highway=traffic_signals	41957	1819854
-72922128	41305909	10	9	25000	0	0	0	0	reversedirection=yes highway=unclassified oneway=yes cycleway:left=opposite_lane route_bicycle_ncn=yes	highway=crossing crossing=traffic_signals	41964	1820061
-72923451	41306423	11	128	25000	0	0	0	0	reversedirection=yes highway=unclassified oneway=yes cycleway:left=opposite_lane route_bicycle_ncn=yes	highway=crossing	42055	1821701
-72923535	41306455	11	8	25000	0	0	0	0	reversedirection=yes highway=unclassified oneway=yes cycleway:left=opposite_lane route_bicycle_ncn=yes		42061	1821701
-72923576	41306400	12	8	5500	0	239	0	0	highway=tertiary lanes=1 cycleway=shared_lane oneway=yes	highway=crossing	42066	1821701
-72923631	41306423	12	6	31000	0	10	0	0	highway=footway footway=crossing		42070	1821701
-72923891	41306532	12	25	1100	0	0	0	0	highway=pedestrian foot=designated		42073	1822224
-72924952	41306987	14	103	1100	0	0	0	0	highway=pedestrian		42089	1825070
-72925051	41307033	14	10	31000	0	0	0	0	reversedirection=yes highway=footway footway=crossing	highway=crossing crossing=traffic_signals	42096	1825149
-72925154	41307077	14	10	31000	0	0	0	0	reversedirection=yes highway=footway footway=crossing		42103	1825226
-72925586	41307243	14	41	1100	0	0	0	0	reversedirection=yes highway=footway foot=yes		42109	1826252
